Company,Symbol,Market_Cap,Total_Debt,Total_Asset,Cash_Flow,Cash_to_Market,Pomoters_Stake_Pledged,Net_Profit,Sector
Supreme Ind,SUPREMEIND,13851.65,228.71,1450.36,25.04,0.1807726877303426,False,93.05,Plastics
Supreme Infra,SUPREMEINF,226.15,2042.27,2773.94,9.19,4.063674552288304,False,-38.31,Construction & Contracting - Civil
Supreme Tex,SUPREMETEX,31.17,463.69,277.16,12.65,40.583894770612766,False,-9.61,Textiles - Spinning - Cotton Blended
Surana Corp,SURANACORP,3.7,1310.03,790.66,2.23,60.27027027027027,False,-53.72,Trading
Surana Ind,SURANAIND,21.68,1216.19,1364.13,0.66,3.044280442804428,False,-45.18,Steel - Rolling
Surana Solar,SURANASOL,99.89,46.29,96.26,0.23,0.2302532786064671,False,0.65,Miscellaneous
Surana Telecom,SURANAT&P;,49.93,19.17,80.3,0.3,0.6008411776487081,False,0.42,Cables - Telephone
Suryalakshmi Co,SURYALAXMI,178.23,326.35,662.16,8.64,4.84766874263592,False,0.2,Textiles - Spinning - Cotton Blended
Sutlej Textiles,SUTLEJTEX,1349.95,675.73,1351.69,2.33,0.17259898514759806,False,27.68,Textiles - General
Suven Life Sci,SUVEN,2108.43,67.39,691.04,239.79,11.37291728916777,False,24.27,Pharmaceuticals
Swan Energy,SWANENERGY,3123.06,130.88,570.42,14.53,0.4652488264714735,False,0.17,Trading
Swaraj Engines,SWARAJENG,1838.13,0.0,214.05,0.72,0.039170243671557504,False,15.3,Engines
Swelect Energy,SWELECTES,345.11,41.79,703.92,14.81,4.291385355393932,False,4.79,Electric Equipment
Symphony,SYMPHONY,10662.85,0.0,307.96,8.36,0.07840305359261361,False,56.06,Consumer Goods - White Goods
Syncom Health,SYNCOM,22.92,29.96,190.12,0.83,3.6212914485165792,False,-7.21,Pharmaceuticals
Syndicate Bank,SYNDIBANK,6444.84,287236.54,307967.46,29215.38,453.3142793304411,False,93.56,Banks - Public Sector
Syngene Intl,SYNGENE,10465.0,891.0,1943.8,387.3,3.7009077878643097,False,74.4,Miscellaneous
Tainwala Chem,TAINWALCHM,52.91,0.61,45.04,0.06,0.11340011340011341,False,-0.12,Plastics
Taj GVK Hotels,TAJGVK,968.42,255.64,607.55,1.74,0.1796741083414221,False,3.73,Hotels
Talbros Auto,TALBROAUTO,178.39,106.13,233.85,1.03,0.5773866248108078,False,3.41,Auto Ancillaries
Talwalkars Fitn,TALWALKARS,789.85,274.05,687.19,120.05,15.199088434512882,False,5.83,Miscellaneous
Tantia Const,TANTIACONS,56.33,776.24,882.63,10.3,18.28510562755193,False,-13.82,Construction & Contracting - Civil
Tarmat,TARMAT,49.32,117.91,155.86,1.19,2.412814274128143,False,0.01,Construction & Contracting - Civil
Tasty Bite,TASTYBITE,1195.37,36.59,97.42,7.29,0.6098530162209191,False,4.91,Food Processing
Tata Chemicals,TATACHEM,15256.08,2717.56,9111.78,586.72,3.8458109815889796,False,209.97,Chemicals
Tata Coffee,TATACOFFEE,2352.37,93.75,851.53,25.97,1.1039929942993663,False,35.32,Plantations - Tea & Coffee
Tata Comm,TATACOMM,20391.75,683.79,9002.65,70.86,0.3474934716245541,False,1482.71,Telecommunications - Service
Tata Elxsi,TATAELXSI,4555.99,0.0,385.68,179.34,3.936356313336948,False,43.79,Computers - Software
Tata Global Bev,TATAGLOBAL,9482.72,52.61,2948.51,232.9,2.4560463664433834,False,72.46,Plantations - Tea & Coffee
Tata Inv Corp,TATAINVEST,3487.81,0.0,2235.96,23.32,0.6686144027340939,False,22.38,Finance - Investments
Tata Metaliks,TATAMETALI,1482.64,186.35,408.42,0.05,0.0033723628122807963,False,19.73,Steel - Pig Iron
Tata Sponge,TATASPONGE,1076.77,0.0,807.46,250.06,23.22315814890831,False,10.96,Steel - Sponge Iron
Tata Steel,TATASTEEL,46875.71,30993.79,101470.51,953.23,2.0335265321847924,False,1204.6,Steel - Large
Transport Corp,TCI,1791.91,300.04,809.75,12.38,0.6908829126462824,False,16.91,Transport & Logistics
TCI Developers,TCIDEVELOP,137.84,4.14,66.1,0.2,0.14509576320371445,False,-0.19,Construction & Contracting - Real Estate
TCI Express,TCIEXP,1519.68,40.33,163.3,10.91,0.7179142977468941,False,10.03,Transport & Logistics
TCI Finance,TCIFINANCE,32.18,58.27,100.36,0.1,0.3107520198881293,False,1.18,Finance - Investments
TCS,TCS,477434.69,163.02,59029.88,4383.47,0.9181297655601859,False,6084.0,Computers - Software
TD Power System,TDPOWERSYS,768.62,27.64,521.7,192.19,25.004553615570764,False,-11.73,Engineering - Heavy
TeamLease Ser.,TEAMLEASE,1676.42,19.36,329.5,49.21,2.9354219109769626,False,9.09,Miscellaneous
Techindia Nirm,TECHIN,7.34,10.33,29.96,0.01,0.1362397820163488,False,-0.05,Miscellaneous
Tech Mahindra,TECHM,44727.47,170.9,14954.9,1707.9,3.818458768179823,False,851.89,Computers - Software
Techno Electric,TECHNO,4548.46,131.55,910.16,48.43,1.0647559833438132,False,31.24,Electric Equipment
Technofab Engg,TECHNOFAB,201.3,93.25,322.65,52.31,25.986090412319918,False,2.18,Engineering
Texmaco Infra,TEXINFRA,513.53,0.2,292.38,2.75,0.5355091231281522,False,2.81,Infrastructure - General
Texmo Pipes,TEXMOPIPES,48.47,57.03,181.55,0.41,0.8458840519909222,False,0.02,Plastics
Texmaco Rail,TEXRAIL,1947.15,101.41,1012.36,14.69,0.7544359705210179,False,2.86,Infrastructure - General
Tourism Finance,TFCILTD,664.3,996.5,1510.54,5.29,0.7963269607105224,False,16.7,Finance - Term Lending Institutions
Transwarranty,TFL,23.9,0.86,57.95,0.14,0.5857740585774059,False,-0.38,Finance - General
TGB Banquets,TGBHOTELS,156.1,92.64,212.08,5.24,3.356822549647662,False,0.62,Hotels
Thejo Engg,THEJO,1.0,0.0,0.0,5.58,0.0,True,0.0,Engineering
Themis Medicare,THEMISMED,555.42,82.33,146.65,-40.7,-7.327787980267186,False,2.33,Pharmaceuticals
Thermax,THERMAX,11373.47,91.3,2578.42,67.56,0.5940139640760472,False,56.66,Infrastructure - General
Thiru Arooran,THIRUSUGAR,65.24,81.01,136.7,2.72,4.169221336603311,False,-5.95,Sugar
Thomas Cook,THOMASCOOK,8475.77,190.05,1466.5,504.75,5.955211148957558,False,-15.95,Miscellaneous
"
Thomas Scott
9.80
-0.51

",THOMASCOTT,4.24,0.0,6.9,0.15,3.5377358490566038,False,-0.33,Textiles - Synthetic/Silk
"
Thomas Scott


4.80
104.17



5.00
96



11.60
-15.52



11.40
-14.04



9.80
-0.51


",THOMASCOTT,4.24,0.0,6.9,0.15,3.5377358490566038,False,-0.33,Textiles - Synthetic/Silk
Thyrocare Techn,THYROCARE,3844.99,0.0,375.39,7.6,0.19765981185906856,False,16.9,Hospitals & Medical Services
Tilaknagar Ind,TI,171.41,820.92,1057.69,4.45,2.5961145790794005,False,-50.35,Breweries & Distilleries
Tide Water Oil,TIDEWATER,2094.71,0.0,543.89,242.59,11.581078048990074,False,22.8,Lubricants
Technocraft Ind,TIIL,1219.14,255.01,772.42,43.72,3.586134488245812,False,19.77,Steel - Medium / Small
Tijaria Polypip,TIJARIA,14.77,53.33,108.67,0.45,3.046716316858497,False,-5.45,Plastics
TIL,TIL,294.09,286.26,462.52,1.23,0.4182393144955626,False,0.15,Engineering - Heavy
Times Guaranty,TIMESGTY,30.49,0.0,24.01,0.0,0.0,False,3.78,Finance - Leasing & Hire Purchase
Time Techno,TIMETECHNO,2782.74,452.1,1362.56,23.69,0.8513192033750908,True,23.07,Packaging
Timken,TIMKEN,4386.0,4.31,526.42,74.96,1.7090743274053806,False,13.28,Bearings
Tinplate,TINPLATE,813.27,0.0,597.13,3.97,0.4881527659940733,False,4.47,Metals - Non Ferrous
Tips Industries,TIPSINDLTD,84.77,66.69,136.33,1.71,2.017223074200779,False,1.04,Media & Entertainment
Thirumalai Chem,TIRUMALCHM,906.24,23.01,206.87,0.5,0.05517302259887005,False,18.03,Chemicals
Titan Company,TITAN,40771.58,113.05,3627.65,79.76,0.19562646333549008,False,255.75,Miscellaneous
Mandhana Retail,TMRVL,473.78,7.43,71.06,0.18,0.03799231710920681,True,8.78,Retail
Tamilnadu Petro,TNPETRO,335.14,62.2,341.33,1.25,0.37297845676433733,False,9.2,Detergents
Tamil Newsprint,TNPL,2173.21,2459.12,3904.66,15.32,0.7049479801767892,False,61.06,Paper
Tamil Telecom,TNTELE,12.7,13.89,-39.61,0.21,1.6535433070866143,False,-3.66,Cables - Telephone
Tokyo Plast,TOKYOPLAST,108.27,15.68,65.19,3.32,3.066408053939226,False,1.98,Plastics
Torrent Pharma,TORNTPHARM,26217.02,1797.35,5483.34,827.67,3.15699495976278,False,234.0,Pharmaceuticals
Tainwala,TPLPLASTEH,398.56,19.22,69.32,0.61,0.1530509835407467,False,2.5,Plastics
Tree House,TREEHOUSE,79.98,98.91,753.62,22.12,27.656914228557138,False,-33.13,Computers - Software - Training
Trent,TRENT,8827.99,75.0,1488.78,26.63,0.3016541704283761,False,37.23,Retail
TRF,TRF,251.01,374.65,359.6,13.88,5.529660172901478,False,-23.88,Engineering - Heavy
Trident,TRIDENT,4397.67,3035.25,4776.91,4.8,0.10914870829325529,False,78.58,Textiles - Spinning - Cotton Blended
Triveni Turbine,TRITURBINE,4774.7,0.42,296.16,26.81,0.5615012461515907,False,35.08,Engineering - Heavy
Triveni Engg,TRIVENI,2287.97,1556.66,2159.72,2.79,0.12194215833249562,False,68.83,Sugar
TTK Healthcare,TTKHLTCARE,615.65,23.01,159.22,76.65,12.450255827174534,False,3.58,Pharmaceuticals
TTK Prestige,TTKPRESTIG,6841.28,0.0,722.95,26.87,0.3927627578464849,False,29.72,Domestic Appliances
"
TT
41.10
0.37

",TTL,120.39,281.76,386.33,1.44,1.196112633939696,False,0.72,Textiles - Hosiery/Knitwear
"
TT


25.60
60.55



24.15
70.19



34.55
18.96



50.15
-18.05



41.10
0.37


",TTL,120.39,281.76,386.33,1.44,1.196112633939696,False,0.72,Textiles - Hosiery/Knitwear
TataTeleservice,TTML,1407.55,9432.42,5966.38,657.6,46.71947710560904,False,-414.74,Telecommunications - Service
Tube Investment,TUBEINVEST,11739.23,640.82,2580.1,732.54,6.240102630240655,False,27.47,Miscellaneous
Tulsi Extrusion,TULSI,10.5,215.83,173.68,2.21,21.047619047619047,False,-3.65,Plastics
TV18 Broadcast,TV18BRDCST,7208.88,222.11,3833.99,4.93,0.06838787717370798,False,30.51,Media & Entertainment
TVS Electronics,TVSELECT,317.81,34.66,78.07,5.65,1.7777917623737454,False,1.19,Computers - Hardware
TVS Motor,TVSMOTOR,20485.76,758.46,2695.26,28.34,0.13833999812552722,False,132.67,Auto - 2 & 3 Wheelers
TVS Srichakra,TVSSRICHAK,2672.39,116.4,534.91,12.3,0.4602621623340905,False,28.51,Tyres
TV TodayNetwork,TVTODAY,1547.41,0.0,531.75,87.78,5.672704713036622,False,26.32,Media & Entertainment
TV Vision,TVVISION,907.51,0.0,0.0,0.0,0.0,True,2.07,Media & Entertainment
Titagarh Wagons,TWL,1342.82,13.3,783.02,1.86,0.13851446954915775,False,3.28,Infrastructure - General
UB Holdings,UBHOLDINGS,202.46,728.57,1282.24,135.85,67.09967400968092,False,40.43,Trading
United Brewerie,UBL,20373.74,411.1,2518.7,3.16,0.01551016160999404,False,48.49,Breweries & Distilleries
UCAL Fuel,UCALFUEL,480.64,137.99,463.53,2.28,0.47436750998668437,False,6.03,Auto Ancillaries
UCO Bank,UCOBANK,5607.22,224358.68,244882.53,18559.23,330.9880832212754,False,-437.09,Banks - Public Sector
Uflex,UFLEX,2008.2,783.29,2642.91,190.7,9.496066128871625,False,39.94,Packaging
UFO Moviez,UFO,1180.76,0.0,0.0,6.37,0.5394830448185914,False,7.77,Media & Entertainment
Ugar Sugar Work,UGARSUGAR,363.94,249.78,340.62,0.0,0.0,False,26.82,Sugar
Ujjivan Financi,UJJIVAN,5056.4,1734.2,2931.96,446.74,8.835139625029665,True,42.81,Finance - General
UltraTechCement,ULTRACEMCO,109517.95,4829.91,25566.0,2082.33,1.9013595488228185,False,563.42,Cement - Major
Umang Dairies,UMANGDAIRY,171.29,17.06,52.51,0.66,0.3853114600969117,False,-0.18,Food Processing
Unichem Labs,UNICHEMLAB,2601.34,8.42,1035.55,10.94,0.4205524844887635,False,26.11,Pharmaceuticals
Uniphos Ent,UNIENTER,497.25,0.0,283.44,2.42,0.4866767219708396,False,-0.28,Trading
Union Bank,UNIONBANK,10720.64,373677.36,404695.9,29276.22,273.08276371559907,False,104.0,Banks - Public Sector
Uniply Ind,UNIPLY,740.53,58.0,116.55,1.28,0.17284917559045548,False,2.11,Miscellaneous
Unitech,UNITECH,1457.28,2929.37,12505.92,34.02,2.3344861660079057,False,35.95,Construction & Contracting - Civil
United Bank,UNITEDBNK,3094.13,119313.79,129431.75,8325.66,269.07919188915787,False,64.1,Banks - Public Sector
United Nilgiri,UNITEDTEA,1.0,0.0,0.0,2.13,0.0,True,0.0,Plantations - Tea & Coffee
Unity Infraproj,UNITY,91.99,2612.51,2687.76,24.73,26.883356886618113,False,-162.58,Construction & Contracting - Civil
UPL,UPL,36798.81,1377.81,5393.54,66.71,0.1812830360546985,False,-50.1,Chemicals
Urja Global,URJA,74.56,0.26,121.55,0.07,0.09388412017167383,False,0.28,Finance - Investments
Usha Martin,USHAMART,528.73,3323.94,4145.95,3.75,0.7092466854538233,False,-108.17,Steel - Medium / Small
Usher Agro,USHERAGRO,76.2,964.93,1078.15,19.18,25.170603674540683,False,-129.84,Food Processing
UTI- Nifty ETF,UTINIFTETF,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - General
UTI-Sensex ETF,UTISENSETF,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - General
Uttam Sugar,UTTAMSUGAR,388.82,537.04,635.98,33.16,8.52836788231058,False,30.75,Sugar
V2 Retail,V2RETAIL,549.15,43.13,339.16,3.12,0.5681507784758263,False,33.38,Trading
Vadilal Ind,VADILALIND,698.19,99.75,227.84,2.56,0.36666236984202005,False,-4.03,Food Processing
Vaibhav Global,VAIBHAVGBL,1269.28,93.42,569.51,8.26,0.6507626370855919,False,5.87,Miscellaneous
Value Ind,VALUEIND,47.06,1042.63,1287.64,7.79,16.553336166595834,False,-15.21,Consumer Goods - White Goods
Vardhman Acryli,VARDHACRLC,1.0,0.0,0.0,1.01,0.0,True,0.0,Textiles - Manmade
Vardhman Poly,VARDMNPOLY,151.58,360.04,467.45,9.08,5.990236178915424,False,-3.0,Textiles - Spinning - Cotton Blended
Vascon Engineer,VASCONEQ,609.85,218.23,813.09,23.78,3.8993195047962614,False,0.19,Construction & Contracting - Real Estate
Vaswani Ind,VASWANI,28.11,41.74,126.99,5.19,18.463180362860193,False,0.11,Steel - Sponge Iron
Varun Beverages,VBL,7379.1,1009.48,3151.33,14.87,0.20151508991611441,False,-68.84,Food Processing
Venkys,VENKEYS,1434.09,693.62,1083.64,39.24,2.7362299437273814,False,41.71,Miscellaneous
Venus Remedies,VENUSREM,120.52,306.11,750.52,3.04,2.522402920677066,True,-2.1,Pharmaceuticals
Veto Switch,VETO,278.3,40.03,115.68,1.93,0.693496227093065,False,3.17,Electric Equipment
V-Guard Ind,VGUARD,7357.17,7.14,477.9,6.9,0.0937860617601605,False,27.96,Miscellaneous
Vardhman Hold,VHL,900.01,0.0,278.3,0.62,0.06888812346529483,False,1.45,Textiles - Spinning - Synthetic Blended
Viceroy Hotels,VICEROY,87.99,365.83,457.88,-0.26,-0.2954881236504148,False,0.06,Hotels
Videocon Ind,VIDEOIND,3449.94,22906.78,33213.52,140.73,4.0792013774152585,False,-509.78,Consumer Goods - Electronic
Vidhi Spec,VIDHIING,284.69,47.58,102.71,10.23,3.593382275457515,False,3.74,Dyes & Pigments
Vijaya Bank,VIJAYABANK,6842.09,135741.29,145408.74,6619.55,96.74748505208204,False,230.28,Banks - Public Sector
Viji Finance,VIJIFIN,52.43,1.05,9.5,0.5,0.9536524890329964,False,0.23,Finance - General
Vijay Shanthi,VIJSHAN,31.4,24.25,146.14,0.02,0.06369426751592357,False,-2.62,Construction & Contracting - Housing
Vikas Ecotech,VIKASECO,583.59,91.18,157.43,4.4,0.7539539745369181,False,7.46,Finance - Investments
Vimal Oils,VIMALOIL,67.51,535.25,458.2,1.47,2.1774551918234333,False,2.37,Edible Oils & Solvent Extraction
Vimta Labs,VIMTALABS,244.51,25.97,152.09,2.88,1.1778659359535397,False,2.88,Miscellaneous
Vinati Organics,VINATIORGA,3919.37,15.9,556.69,72.23,1.8428982208875406,False,32.56,Chemicals
Vindhya Telelin,VINDHYATEL,777.42,293.06,660.55,3.08,0.39618224383216283,False,10.7,Cables - Telephone
Vinyl Chemicals,VINYLINDIA,128.36,0.49,39.03,0.87,0.6777812402617637,False,0.75,Chemicals
VIP Clothing,VIPCLOTHNG,336.33,93.97,187.3,2.91,0.8652216573008653,False,-1.25,Textiles - Readymade Apparels
VIP Industries,VIPIND,2782.54,14.2,350.55,4.31,0.1548944489567086,False,14.99,Plastics
Vipul,VIPULLTD,755.9,203.53,614.19,6.72,0.8890064823389338,False,0.57,Construction & Contracting - Real Estate
Visa Steel,VISASTEEL,232.1,2986.66,2525.56,0.0,0.0,False,-31.47,Steel - Large
Vishnu Chemical,VISHNU,345.18,179.47,340.41,10.75,3.114317167854453,False,3.92,Chemicals
Visagar Polytex,VIVIDHA,48.75,12.12,37.29,0.18,0.36923076923076925,False,0.42,Finance - Investments
Vivimed Labs,VIVIMEDLAB,862.45,484.94,854.59,7.18,0.8325120296828801,False,40.2,Pharmaceuticals
VKS Projects,VKSPL,6.3,50.98,11.78,0.02,0.31746031746031744,False,-45.3,Engineering
VLS Finance,VLSFINANCE,238.54,17.0,234.34,2.86,1.1989603420809927,False,2.39,Finance - Leasing & Hire Purchase
V-Mart Retail,VMART,1488.27,26.91,257.64,2.04,0.13707190227579674,False,27.21,Retail
Voltas,VOLTAS,13637.41,119.49,2198.23,127.34,0.9337550165317314,False,103.41,Diversified
VRL Logistics,VRLLOG,2839.5,165.4,678.93,18.38,0.6472970593414333,False,21.75,Transport & Logistics
Vardhman Steels,VSSL,272.21,296.38,471.32,3.79,1.3923074097204364,False,3.7,Steel - Medium / Small
VST,VSTIND,4447.27,0.0,370.44,14.1,0.31704843645652275,False,45.2,Cigarettes
VST Tillers,VSTTILLERS,1555.12,0.0,420.12,26.61,1.7111219712948198,False,13.42,Auto - Tractors
Vardhman Text,VTL,8389.95,1953.71,5606.91,276.77,3.2988277641702273,False,181.06,Textiles - Spinning - Cotton Blended
"
VTM
24.95
0.00

",VTMLTD,124.71,5.28,130.13,41.02,32.89231015957021,False,1.33,Textiles - Hosiery/Knitwear
"
VTM


15.50
60.97



16.20
54.01



19.90
25.38



24.70
1.01



24.95
0


",VTMLTD,124.71,5.28,130.13,41.02,32.89231015957021,False,1.33,Textiles - Hosiery/Knitwear
Va Tech Wabag,WABAG,3692.14,238.9,1020.01,81.72,2.21335052300292,False,0.5,Infrastructure - General
WABCO India,WABCOINDIA,11067.59,0.0,1053.97,213.04,1.9248996393975564,False,42.79,Auto Ancillaries
Walchandnagar,WALCHANNAG,539.65,389.5,951.45,24.77,4.59001204484388,False,-16.83,Engineering - Heavy
Wanbury,WANBURY,114.82,321.52,158.44,1.59,1.384776171398711,False,-0.65,Pharmaceuticals
Websol Energy,WEBELSOLAR,118.65,352.2,147.32,0.7,0.5899705014749262,False,5.2,Miscellaneous
Weizmann Forex,WEIZFOREX,404.75,72.79,173.32,46.98,11.607164916615195,False,7.89,Finance - Investments
Weizmann,WEIZMANIND,70.81,0.06,61.1,0.69,0.9744386386103657,False,0.55,Textiles - Processing
Welspun Enter,WELENT,1456.99,68.45,1585.92,784.82,53.8658467113707,False,16.77,Construction & Contracting - Civil
Welspun Invest,WELINV,30.33,0.0,15.65,1.1,3.6267721727662385,False,-0.06,Finance - Investments
Welspun India,WELSPUNIND,8741.11,2142.73,4021.26,48.19,0.5513029809715242,False,119.69,Textiles - Weaving
Wendt,WENDT,380.0,0.0,93.61,0.27,0.07105263157894737,True,2.19,Abrasives
Wheels,WHEELS,1588.26,336.05,744.21,4.96,0.31229143842947626,False,13.21,Auto Ancillaries
Whirlpool,WHIRLPOOL,15527.84,0.0,1163.16,850.13,5.474876093519768,False,55.44,Consumer Goods - White Goods
Williamson Mago,WILLAMAGOR,69.85,365.73,472.64,2.07,2.963493199713672,False,-7.67,Finance - Investments
Windsor,WINDMACHIN,415.56,20.33,93.82,4.37,1.0515930310905766,False,5.17,Engineering - Heavy
Winsome Yarns,WINSOME,12.87,499.17,350.45,5.75,44.67754467754468,False,-12.82,Textiles - Spinning - Cotton Blended
Wipro,WIPRO,125336.82,6696.0,47601.2,8408.8,6.708962298548821,False,1918.5,Computers - Software
Wockhardt,WOCKPHARMA,7959.46,1716.31,3105.29,21.99,0.2762750236825111,False,-19.46,Pharmaceuticals
Wonderla,WONDERLA,2192.23,5.16,408.17,27.24,1.2425703507387456,False,4.21,Miscellaneous
WS Industries,WSI,16.09,8.36,-91.39,0.88,5.469235550031075,False,-3.54,Electric Equipment
West Coast Pap,WSTCSTPAPR,1157.84,640.29,1238.97,12.62,1.0899606163200444,False,37.41,Paper
XL Energy,XLENERGY,5.69,905.94,918.71,5.14,90.33391915641475,False,-0.39,Telecommunications - Equipment
Xpro India,XPROINDIA,58.01,180.7,262.18,1.25,2.1548008963971728,False,-7.78,Packaging
Yes Bank,YESBANK,65626.62,143378.51,165263.42,8218.42,12.522997527527702,False,882.63,Banks - Private Sector
Zandu Realty,ZANDUREALT,103.89,0.0,196.43,0.04,0.038502262007892966,False,-0.08,Construction & Contracting - Real Estate
Zee Entertain,ZEEL,50903.78,0.9,5040.3,281.6,0.5532005678163784,False,273.89,Media & Entertainment
Zee Learn,ZEELEARN,1551.2,127.01,377.74,6.98,0.44997421351211964,False,6.08,Computers - Software - Training
Zee Media,ZEEMEDIA,1666.59,101.53,708.17,56.19,3.3715550915342107,False,10.77,Media & Entertainment
Zensar Tech,ZENSARTECH,4127.71,14.02,957.53,84.0,2.035026685498739,False,63.43,Computers - Software
Zicom,ZICOM,90.52,143.5,358.68,15.59,17.222713212549714,False,-4.6,Electricals
Zodiac Clothing,ZODIACLOTH,355.56,64.67,241.48,2.15,0.6046799415007312,False,-0.81,Textiles - Readymade Apparels
Zuari Agro Chem,ZUARI,1526.92,3334.33,4121.82,2.57,0.16831268173840147,False,22.4,Fertilisers
Zuari Global,ZUARIGLOB,372.57,0.0,663.65,1.2,0.32208712456719546,False,0.69,Fertilisers
"
Zydus Wellness
793.00
1.19

",ZYDUSWELL,3399.27,0.0,477.16,326.38,9.60147325749352,False,25.14,Vanaspati/Oils
"
Zydus Wellness


537.25
47.6



519.40
52.68



615.90
28.75



631.35
25.6



793.00
1.19


",ZYDUSWELL,3399.27,0.0,477.16,326.38,9.60147325749352,False,25.14,Vanaspati/Oils
