Company,Symbol,Market_Cap,Total_Debt,Total_Asset,Cash_Flow,Cash_to_Market,Pomoters_Stake_Pledged,Net_Profit,Sector
"
Himatsingka Sei
91.95
1.04

",HIMATSEIDE,3401.2,656.3,1493.08,106.19,3.1221333646948137,False,43.04,Textiles - Synthetic/Silk
"
Himatsingka Sei


59.45
54.67



60.25
52.61



75.35
22.03



91.20
0.82



91.95
1.04


",HIMATSEIDE,3401.2,656.3,1493.08,106.19,3.1221333646948137,False,43.04,Textiles - Synthetic/Silk
Hindalco,HINDALCO,43765.22,28537.03,65604.92,113.98,0.2604351126305317,True,320.56,Aluminium
Hind Composites,HINDCOMPOS,882.25,4.41,592.12,2.94,0.33323887786908474,False,12.08,Auto Ancillaries
Hind Copper,HINDCOPPER,6115.69,207.15,2120.52,316.13,5.169163250589876,False,16.87,Metals - Non Ferrous
Hind Dorr-Olive,HINDDORROL,68.19,338.95,-540.92,2.69,3.9448599501393167,False,-57.09,Engineering
Hind Motors,HINDMOTORS,186.54,9.65,-83.79,0.05,0.026803902648225582,False,-3.81,Auto - Cars & Jeeps
Hind Nat Glass,HINDNATGLS,918.8,2536.14,2854.82,7.89,0.8587287766652155,False,-63.94,Glass & Glass Products
HOEC,HINDOILEXP,1023.07,0.0,278.49,116.64,11.400979405123794,False,4.18,Oil Drilling And Exploration
HPCL,HINDPETRO,53379.51,14522.02,32878.12,8.05,0.015080692947537363,False,1590.31,Refineries
Hind Syntex,HINDSYNTEX,13.21,0.0,7.05,0.19,1.4383043149129446,False,-0.2,Textiles - Spinning - Synthetic Blended
Hinduja Found,HINDUJAFO,672.93,408.79,599.77,11.13,1.6539610360661585,False,-22.76,Castings & Forgings
Hinduja Venture,HINDUJAVEN,1068.89,400.3,1325.85,4.54,0.4247396832227825,False,35.99,Computers - Software
HUL,HINDUNILVR,196894.89,0.0,3687.29,634.55,0.3222785517694237,False,1037.93,Personal Care
Hind Zinc,HINDZINC,122048.34,0.0,37385.19,51.04,0.04181949545565306,False,2319.9,Metals - Non Ferrous
Hind Rectifiers,HIRECT,120.01,31.72,93.57,4.54,3.7830180818265142,False,-0.89,Electricals
Hisar Metal,HISARMETAL,26.46,57.99,71.09,3.63,13.718820861678005,False,0.53,Steel - Medium / Small
The Hi-Tech Gea,HITECHGEAR,593.16,41.41,237.45,15.52,2.6164947063187,False,3.29,Auto Ancillaries
Hitech Plast,HITECHPLAS,292.76,29.79,196.28,1.75,0.5977592567290614,False,2.13,Plastics
HMT,HMT,4557.49,92.88,1133.21,17.98,0.39451540211827124,False,-70.41,Auto - Tractors
Hindustan Media,HMVL,2088.79,172.75,1081.34,44.72,2.140952417428272,False,43.82,Media & Entertainment
Hang Seng BEES,HNGSNGBEES,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Hind Org Chem,HOCL,165.48,343.4,-367.81,2.34,1.414068165337201,False,-42.87,Chemicals
Honeywell Autom,HONAUT,9162.87,0.0,1009.74,371.28,4.0520055397490085,False,64.02,Telecommunications - Equipment
Honda Siel,HONDAPOWER,1355.11,0.0,366.58,22.76,1.6795684483178488,False,11.53,Electric Equipment
Hotel Leela,HOTELEELA,758.24,4257.58,4495.44,44.72,5.897868748681156,False,-18.45,Hotels
HPL Electric & ,HPL,764.53,547.6,902.87,51.64,6.754476606542582,False,9.41,Electric Equipment
Himadri Special,HSCL,1826.35,758.86,1648.03,18.2,0.9965231198839215,False,20.11,Chemicals
HT Media,HTMEDIA,1969.67,884.48,2476.48,83.82,4.255535191174156,False,40.27,Media & Entertainment
Hubtown,HUBTOWN,662.62,831.27,2564.0,7.0,1.0564124234100993,False,-2.37,Construction & Contracting - Real Estate
Husys Consultin,HUSYSLTD,1.0,0.0,0.0,0.0,0.0,True,0.0,Diversified
Indiabulls Real,IBREALEST,4428.25,2668.33,9016.5,677.05,15.289335516287473,True,4.37,Construction & Contracting - Real Estate
Indiabulls Hsg,IBULHSGFIN,42265.02,48798.74,59302.58,4918.57,11.637448651390677,False,753.1,Finance - Housing
Indiabulls Vent,IBVENTURES,1712.87,590.39,792.26,675.67,39.44665969980209,False,0.27,Finance - Investments
Indiabulls Whol,IBWSL,170.16,0.0,793.22,2.9,1.7042783262811472,False,-2.17,Miscellaneous
ICICI Bank,ICICIBANK,161338.26,596233.09,720695.1,59868.74,37.10758997896717,True,2441.82,Banks - Private Sector
ICICI Prudentia,ICICIPRULI,54865.26,96578.45,102565.13,4097.52,7.468332420187201,False,450.04,Finance - General
Indo Count,ICIL,3885.81,272.75,903.58,19.36,0.49822302171233285,False,56.2,Textiles - Spinning - Cotton Blended
ICRA,ICRA,4062.0,0.0,408.37,0.96,0.023633677991137372,False,21.18,Miscellaneous
ICSA,ICSA,13.67,691.49,-447.01,0.38,2.7798098024871982,False,-5.69,Computers - Software
IDBI Bank,IDBI,15461.7,335293.77,374372.13,16580.54,107.23620300484423,False,-2254.96,Banks - Public Sector
IDBI Gold ETF,IDBIGOLD,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Idea Cellular,IDEA,30881.97,37803.89,62099.81,1583.64,5.128040730562201,False,-492.28,Telecommunications - Service
IDFC,IDFC,8697.88,0.0,9594.39,224.8,2.5845378414050324,True,-44.77,Finance - Term Lending Institutions
IDFC Bank,IDFCBANK,20145.03,56132.88,73969.87,2903.91,14.415019486195852,True,191.26,Banks - Private Sector
IDFC MF,IDFNIFTYET,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
IFB Agro,IFBAGRO,415.95,43.43,294.38,13.73,3.300877509316024,False,9.43,Chemicals
IFB Industries,IFBIND,2683.2,16.4,434.73,47.56,1.7725104353011332,False,15.58,Consumer Goods - White Goods
IFCI,IFCI,4936.25,23158.55,30360.85,136.54,2.766067358825019,False,-45.17,Finance - Term Lending Institutions
Igarashi Motors,IGARASHI,2441.48,22.36,316.78,109.92,4.502187197929125,False,17.73,Electric Equipment
IGL,IGL,14204.42,0.0,2413.23,453.27,3.1910489833446207,False,144.81,Oil Drilling And Exploration
IG Petro,IGPL,1156.19,92.49,384.26,16.88,1.4599676523754745,False,23.16,Chemicals
IIFL Holdings,IIFL,12689.59,50.0,1525.9,3.34,0.026320787354043747,False,25.91,Finance - General
Industrial Inv,IITL,152.76,0.03,539.56,0.63,0.4124116260801257,False,-0.53,Finance - Investments
ILandFS Engg,IL&FSENGG;,713.3,1859.01,1982.61,4.2,0.5888125613346419,True,1.64,Construction & Contracting - Civil
ILandFS Trans,IL&FSTRANS;,3598.82,8988.16,13297.88,5.94,0.16505410106646068,False,55.66,Infrastructure - General
Ind Motor Parts,IMPAL,683.87,13.49,245.0,55.62,8.13312471668592,False,6.18,Trading
Indbank Merchan,INDBANK,57.47,0.0,49.04,0.44,0.7656168435705586,False,0.58,Finance - General
Indian Hotels,INDHOTEL,12563.78,1565.51,5451.11,18.99,0.15114877847272076,False,92.11,Hotels
India Cements,INDIACEM,4993.19,2405.24,6053.54,3.69,0.07390065268896237,False,35.34,Cement - Major
India Glycols,INDIAGLYCO,495.69,1105.03,1532.32,3.68,0.7423994835481854,False,8.92,Chemicals
Indian Bank,INDIANB,13424.15,181795.16,203710.38,11999.29,89.38584565875679,False,373.48,Banks - Public Sector
Indian Card,INDIANCARD,92.27,6.78,97.77,0.38,0.4118348325566273,False,-1.47,Textiles - Machinery
Interglobe Avi,INDIGO,38304.18,2949.86,4784.15,805.37,2.102564263221403,False,487.26,Transport & Logistics
IMP Powers,INDLMETER,76.56,93.23,195.3,10.52,13.740856844305119,False,1.09,Electric Equipment
India Nippon,INDNIPPON,625.14,0.0,238.8,3.99,0.6382570304251848,False,9.47,Auto Ancillaries
Indoco Remedies,INDOCO,2303.76,126.42,710.64,10.26,0.44535889155120323,False,17.59,Pharmaceuticals
Indo Rama Synth,INDORAMA,494.94,276.58,868.22,5.86,1.183981896795571,False,-37.95,Textiles - Spinning - Synthetic Blended
Indosolar,INDOSOLAR,243.53,562.12,323.84,0.79,0.32439535170204903,False,-19.11,Miscellaneous
Indo Thai Secu,INDOTHAI,22.35,0.0,43.16,11.21,50.1565995525727,False,-3.4,Finance - General
Indraprastha,INDRAMEDCO,486.33,47.17,250.31,1.36,0.2796455081940246,False,5.74,Hospitals & Medical Services
Ind-Swift Labs,INDSWFTLAB,148.09,1249.98,1764.68,21.43,14.470929839962185,False,-9.02,Pharmaceuticals
Ind-Swift,INDSWFTLTD,30.55,1042.9,803.41,17.39,56.92307692307692,False,-185.55,Pharmaceuticals
Indian Terrain,INDTERRAIN,640.83,42.36,203.32,67.16,10.480158544387747,False,5.62,Textiles - Readymade Apparels
IndusInd Bank,INDUSINDBK,84295.09,115156.21,140056.99,10111.87,11.995799518097675,False,750.64,Banks - Private Sector
INEOS Styro,INEOSSTYRO,1204.7,169.41,687.51,24.51,2.034531418610442,False,5.42,Petrochemicals
Infibeam Incorp,INFIBEAM,5077.21,0.0,706.95,458.47,9.02995936744787,False,10.62,Miscellaneous
Infinite Comp,INFINITE,924.32,0.27,611.18,184.64,19.975765968495757,False,30.96,Computers - Software
Infomedia Press,INFOMEDIA,23.89,21.87,-5.47,0.01,0.04185851820845542,False,-0.87,Printing & Stationery
INFRA BEES,INFRABEES,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Bharti Infratel,INFRATEL,60195.5,0.0,18573.2,2009.1,3.337624905516193,False,367.9,Telecommunications - Equipment
Infosys,INFY,234472.11,0.0,57157.0,29176.0,12.4432709715454,False,3599.0,Computers - Software
Ingersoll Rand,INGERRAND,2439.89,0.0,996.66,383.36,15.712183745988549,False,21.2,Compressors
INOX Leisure,INOXLEISUR,2763.03,242.06,833.16,22.43,0.8117899552303087,False,3.68,Media & Entertainment
Intellect Desig,INTELLECT,1162.91,15.1,572.91,9.82,0.8444333611371473,False,-21.59,Computers - Software
Inventure Grow,INVENTURE,106.68,9.0,156.91,1.69,1.5841769778777652,False,-2.14,Finance - Investments
IOB,IOB,6578.67,251697.55,274436.76,22246.24,338.1571047035343,False,-554.44,Banks - Public Sector
IOC,IOC,187802.12,42485.94,116434.67,512.94,0.2731279071823045,False,3994.91,Refineries
IOL Chemicals,IOLCP,354.94,438.96,624.09,14.69,4.13872767228264,False,1.02,Pharmaceuticals
Intl Paper APPM,IPAPPM,1281.19,447.49,898.43,9.62,0.7508644307245607,False,21.69,Paper
Ipca Labs,IPCALAB,7866.62,595.01,2901.1,160.31,2.037851071997885,False,41.38,Pharmaceuticals
IRB Infra,IRB,8299.49,2497.15,4831.24,45.46,0.5477444999632508,False,0.1,Infrastructure - General
ISMT,ISMTLTD,184.59,1707.64,1643.97,10.29,5.5745164960182025,False,-73.54,Steel - Rolling
ITC,ITC,340403.65,29.43,32958.43,75.79,0.022264743635974527,True,2646.73,Cigarettes
India Tourism D,ITDC,3553.43,0.04,332.15,0.0,0.0,False,8.26,Hotels
ITD Cementation,ITDCEM,2653.2,461.52,969.73,78.36,2.9534147444595207,False,13.01,Construction & Contracting - Civil
ITI,ITI,4547.2,1138.91,2116.11,121.19,2.6651565798733285,False,-65.64,Telecommunications - Equipment
ILandFS,IVC,433.99,0.0,123.9,15.05,3.4678218392128852,False,1.27,Finance - Investments
"
IVP
49.00
1.14

",IVP,182.77,0.0,62.81,11.15,6.100563549816709,False,2.84,Vanaspati/Oils
"
IVP


35.65
37.45



37.25
31.54



54.80
-10.58



59.75
-17.99



49.00
1.14


",IVP,182.77,0.0,62.81,11.15,6.100563549816709,False,2.84,Vanaspati/Oils
IVRCL,IVRCLINFRA,393.8,3842.7,4293.12,83.75,21.2671406805485,False,-249.27,Construction & Contracting - Civil
Invesco India,IVZINGOLD,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
JK Bank,J&KBANK;,3664.92,71630.25,80268.08,3203.0,87.39617781561398,False,-498.47,Banks - Private Sector
JagranPrakashan,JAGRAN,6247.29,554.05,1842.45,31.65,0.5066196702890373,False,89.13,Media & Entertainment
JagsonpalPharma,JAGSNPHARM,99.81,38.49,136.85,15.53,15.559563170023043,False,9.9,Pharmaceuticals
Jai Balaji Ind,JAIBALAJI,144.09,3010.13,2171.85,4.28,2.9703657436324518,False,-52.17,Steel - Sponge Iron
Jaihind Project,JAIHINDPRO,5.99,580.45,591.68,14.31,238.89816360601,False,-3.2,Construction & Contracting - Civil
Jamna Auto,JAMNAAUTO,1694.85,9.48,255.42,4.18,0.24662949523556657,False,21.64,Auto Ancillaries
Jayant Agro-Org,JAYAGROGN,1168.43,94.48,299.82,9.13,0.7813904127761184,False,10.94,Chemicals
Jay BharatMarut,JAYBARMARU,914.82,95.04,337.27,1.89,0.20659801928248178,False,12.67,Auto Ancillaries
Jayaswal Neco,JAYNECOIND,523.68,3917.78,6049.35,8.69,1.6594103269172016,False,-139.21,Castings & Forgings
Jayshree Tea,JAYSREETEA,314.76,306.5,654.96,10.99,3.4915491167873935,False,0.19,Plantations - Tea & Coffee
JB Chemicals,JBCHEPHARM,2951.74,174.4,1316.15,10.8,0.36588588425809865,False,35.76,Pharmaceuticals
JBF Industries,JBFIND,2274.81,1357.15,2985.47,25.83,1.1354794466351037,False,3.52,Textiles - Manmade
JBM Auto,JBMA,1134.52,207.48,415.35,2.98,0.26266614956104783,False,8.85,Auto Ancillaries
Johnson Control,JCHAC,4944.12,132.8,490.74,3.65,0.07382506897081786,False,-7.97,Consumer Goods - White Goods
Jet Airways,JETAIRWAYS,5974.65,9231.39,6217.39,309.83,5.185743097922054,False,142.38,Transport & Logistics
JHS Svendgaard,JHS,169.86,1.44,102.42,2.88,1.695513952666902,False,1.71,Personal Care
Jindal Photo,JINDALPHOT,97.97,21.64,254.27,0.13,0.13269368173930796,False,3.76,Consumer Goods - Electronic
Jindal PolyFilm,JINDALPOLY,1732.63,687.59,2492.2,5.47,0.3157050264626608,False,29.49,Packaging
Jindal Steel,JINDALSTEL,11067.22,23915.03,35356.5,322.68,2.9156373506625877,False,-186.53,Steel - Sponge Iron
Jindal Cotex,JINDCOT,59.85,261.67,307.11,0.16,0.2673350041771094,False,-6.96,Textiles - Spinning - Cotton Blended
Jindal Drilling,JINDRILL,485.0,87.26,928.66,0.43,0.088659793814433,False,7.65,Oil Drilling And Exploration
Jindal Worldwid,JINDWORLD,517.74,309.96,522.18,13.52,2.6113493259164833,False,13.01,Trading
Jain Irrig (D),JISLDVREQS,116.25,2826.48,5338.0,129.51,111.40645161290323,False,0.49,Plastics
Jain Irrigation,JISLJALEQS,4497.34,2826.48,5338.0,129.51,2.879702223981287,False,0.49,Plastics
JITF Infralogis,JITFINFRA,185.2,0.0,0.04,0.0,0.0,True,0.0,Miscellaneous
J. K. Cement,JKCEMENT,6565.47,2504.08,4218.49,475.87,7.248072110602896,False,66.44,Cement - Major
J Kumar Infra,JKIL,1967.68,322.73,1606.05,28.51,1.4489144576353878,False,26.54,Construction & Contracting - Civil
JK Lakshmi Cem,JKLAKSHMI,5389.29,1694.04,3027.48,11.76,0.21821056205919517,False,7.6,Cement - Major
JK Paper,JKPAPER,1477.71,1565.53,2464.17,14.7,0.994782467466553,False,35.89,Paper
JK Tyre & Ind,JKTYRE,2980.33,2377.97,3794.64,55.18,1.8514728234792792,False,78.17,Tyres
Jullundur Motor,JMA,1.0,0.0,0.0,49.8,0.0,True,0.0,Auto Ancillaries
JMC Projects,JMCPROJECT,888.55,514.34,1175.33,10.48,1.1794496651848518,False,18.19,Construction & Contracting - Civil
JM Financial,JMFINANCIL,7044.53,426.36,2081.37,8.75,0.12420984792455991,False,-0.35,Finance - Investments
JMT Auto,JMTAUTOLTD,532.05,126.7,292.46,0.2,0.03759045202518561,False,1.4,Auto Ancillaries
Jocil,JOCIL,1.0,0.0,0.0,5.02,0.0,True,0.0,Miscellaneous
Jaiprakash Asso,JPASSOCIAT,3344.63,24125.61,42521.46,209.11,6.252111593808583,False,-1095.02,Infrastructure - General
Jaypee Infra,JPINFRATEC,1458.38,8212.91,14195.67,16.37,1.1224783664065605,False,-41.39,Infrastructure - General
Jindal Poly Inv,JPOLYINVST,99.23,0.0,646.7,0.06,0.060465585004534916,False,-0.07,Finance - General
Jindal Stainles,JSL,4039.57,9377.12,9154.63,70.42,1.7432548513826966,False,40.43,Steel - Medium / Small
Jindal (Hisar),JSLHISAR,3357.35,1854.16,2491.09,15.41,0.45899295575379395,False,55.21,Steel - Large
JSW Holdings,JSWHL,1693.69,0.0,797.51,11.36,0.6707248670063589,False,18.57,Finance - Investments
JSW Steel,JSWSTEEL,45347.06,27941.06,49694.02,462.86,1.0207056422180403,False,819.18,Steel - Large
Jubilant Life,JUBILANT,12717.8,1556.53,3539.04,38.29,0.30107408514051176,False,8.26,Pharmaceuticals
Jubilant Food,JUBLFOOD,7255.39,0.0,768.09,31.38,0.43250604033690815,False,19.97,Miscellaneous
Jubilant Ind,JUBLINDS,371.15,1.0,261.74,0.32,0.08621851003637344,False,-0.24,Miscellaneous
JUNIOR BEES,JUNIORBEES,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Just Dial,JUSTDIAL,3725.91,0.0,671.48,33.56,0.9007195557595326,False,27.44,Miscellaneous
"
JVL Agro Ind
20.00
-1.23

",JVLAGRO,341.76,238.02,808.45,227.13,66.45891853932585,False,10.78,Vanaspati/Oils
"
JVL Agro Ind


9.35
113.9



10.15
97.04



19.75
1.27



19.05
4.99



20.00
-1.23


",JVLAGRO,341.76,238.02,808.45,227.13,66.45891853932585,False,10.78,Vanaspati/Oils
Jyothy Labs,JYOTHYLAB,6358.93,0.0,1032.57,80.82,1.2709685434499198,False,29.29,Personal Care
Kabra Extrusion,KABRAEXTRU,354.12,17.15,173.59,1.7,0.48006325539365186,False,-1.19,Engineering - Heavy
Kakatiya Cement,KAKATCEM,241.42,24.67,226.27,71.0,29.409328141827523,False,8.92,Cement - Mini
Kalyani Forge,KALYANIFRG,133.88,33.89,131.55,8.67,6.475948610696146,False,1.72,Castings & Forgings
Kamat Hotels,KAMATHOTEL,80.74,296.6,184.92,4.54,5.622987366856577,False,29.7,Hotels
Kamdhenu,KAMDHENU,214.81,105.8,211.48,10.04,4.673897863227968,False,2.58,Steel - Medium / Small
Kanani Ind,KANANIIND,149.89,19.34,60.11,14.35,9.573687370738542,False,-0.06,Finance - Investments
Kanoria Chem,KANORICHEM,304.11,100.7,603.79,4.76,1.5652231100588603,False,3.55,Chemicals
Karma Energy,KARMAENG,50.1,60.34,101.89,0.43,0.8582834331337326,False,-0.56,Miscellaneous
Karur Vysya,KARURVYSYA,6833.55,51652.14,57663.72,2791.6,40.85138763892852,False,115.76,Banks - Private Sector
Kaushalya Infra,KAUSHALYA,18.63,61.34,91.67,0.03,0.16103059581320453,False,-0.1,Construction & Contracting - Civil
Kavveri Telecom,KAVVERITEL,26.02,107.12,235.5,0.23,0.883935434281322,False,-4.23,Telecommunications - Equipment
Kaya,KAYA,1012.71,0.0,191.48,1.73,0.17082876637931885,False,-5.45,Miscellaneous
KCP,KCP,1335.62,300.78,688.21,18.88,1.4135757176442403,False,10.19,Cement - Major
KCP Sugar,KCPSUGIND,432.0,97.44,316.97,14.43,3.3402777777777777,False,14.33,Sugar
KDDL,KDDL,210.18,32.65,118.44,1.15,0.5471500618517461,False,1.4,Miscellaneous
Kirl Electric,KECL,268.31,223.12,240.24,13.68,5.0985800007454065,False,-12.33,Electric Equipment
Kesar Ent,KESARENT,51.56,273.26,324.17,6.13,11.889061287820015,False,2.29,Sugar
Kesoram,KESORAMIND,1680.46,4703.6,5106.69,443.5,26.391583256965355,False,-68.78,Diversified
Karuturi Global,KGL,191.68,335.37,1390.93,0.51,0.2660684474123539,False,-3.6,Miscellaneous
Khaitan Elec,KHAITANELE,37.2,313.3,268.26,5.8,15.591397849462364,False,-75.19,Domestic Appliances
Khandwala Sec,KHANDSE,20.42,3.08,32.16,5.76,28.20763956904995,False,-0.62,Finance - General
Kalyani Invest,KICL,709.36,0.0,339.26,0.15,0.021145821585654673,False,-0.54,Finance - Investments
Kilitch Drugs,KILITCH,60.34,0.09,118.02,2.52,4.176334106728538,False,0.3,Pharmaceuticals
Kingfa Science,KINGFA,933.72,15.92,135.35,6.5,0.6961401705007925,False,1.48,Plastics
KIOCL,KIOCL,1.0,0.0,0.0,0.0,0.0,True,0.0,Steel - Sponge Iron
Kirloskar Bros,KIRLOSBROS,1991.18,253.84,1057.99,20.0,1.004429534246025,False,2.1,Pumps
Kirloskar Oil,KIRLOSENG,5661.63,0.0,1439.75,34.37,0.6070689889660751,False,28.07,Engines
Kirloskar Ind,KIRLOSIND,1048.77,0.0,730.99,1.68,0.16018764838811178,False,5.67,Engines
Kitex Garments,KITEX,2033.0,91.82,459.22,245.51,12.076242006886375,False,31.75,Textiles - Readymade Apparels
Kewal Kiran,KKCL,2138.39,28.89,327.63,23.7,1.108310457867835,False,9.27,Retail
KM Sugar Mills,KMSUGAR,247.02,69.18,98.04,8.49,3.4369686665047365,False,17.34,Sugar
KNR Construct,KNRCON,2720.94,112.51,839.46,4.1,0.15068321976963842,False,30.67,Construction & Contracting - Civil
Kohinoor Foods,KOHINOOR,297.61,858.39,1273.78,7.26,2.439434158798427,False,6.66,Food Processing
Kokuyo Camlin,KOKUYOCMLN,890.2,94.4,312.76,40.09,4.503482363513817,False,-2.59,Diversified
Kolte-Patil,KOLTEPATIL,1375.69,330.12,1139.03,16.29,1.1841330532314693,False,12.59,Construction & Contracting - Real Estate
Kopran,KOPRAN,328.5,28.87,225.52,0.47,0.1430745814307458,False,5.87,Pharmaceuticals
Kotak Mahindra,KOTAKBANK,160456.31,159618.36,192259.79,10879.72,6.780487473506028,False,879.76,Banks - Private Sector
Kotak MF ETF,KOTAKBKETF,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Kotak MF-GETF,KOTAKGOLD,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Kotak Nifty ETF,KOTAKNIFTY,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Kotak NV 20 ETF,KOTAKNV20,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - General
Kotak PSU Bank,KOTAKPSUBK,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Kothari Sugars,KOTARISUG,1.0,0.0,0.0,14.84,0.0,True,0.0,Sugar
Kothari Petro,KOTHARIPET,1.0,0.0,0.0,16.44,0.0,True,0.0,Trading
Kothari Product,KOTHARIPRO,585.24,49.48,831.71,50.69,8.661403868498393,False,10.68,Cigarettes
KPR Mill,KPRMILL,4958.31,523.92,1498.82,4.67,0.09418531717460182,False,60.52,Textiles - Readymade Apparels
KRBL,KRBL,9699.24,1092.01,2677.65,17.87,0.18424123951979743,False,111.58,Food Processing
Krebs Biochem,KREBSBIO,137.65,71.05,73.0,0.27,0.19614965492190337,False,-4.52,Pharmaceuticals
Kridhan Infra,KRIDHANINF,376.76,13.4,99.97,0.4,0.10616838305552606,False,0.13,Miscellaneous
Krishana Phosch,KRISHANA,1.0,0.0,0.0,0.0,0.0,True,0.0,Miscellaneous
KSB Pumps,KSBPUMPS,2551.41,1.3,554.52,225.24,8.828059778710596,False,22.98,Pumps
Kaveri Seed,KSCL,3814.26,1.64,917.27,6.92,0.1814244440599225,False,3.55,Miscellaneous
KSS,KSERASERA,36.31,15.87,284.69,0.03,0.08262186725419994,True,0.13,Media & Entertainment
Kalyani Steels,KSL,1580.02,261.44,850.96,6.99,0.44239946329793295,False,34.27,Steel - Rolling
Kesar Terminals,KTIL,210.99,8.76,79.89,1.11,0.5260912839471066,False,3.94,Miscellaneous
Karnataka Bank,KTKBANK,3976.24,51539.69,56500.33,3044.92,76.57787256302437,True,68.52,Banks - Private Sector
Kwality,KWALITY,3698.0,1285.58,2059.29,33.31,0.900757166035695,False,45.09,Food Processing
L&T; Finance,L&TFH;,21674.39,597.59,5784.93,40.28,0.18584144697959204,False,11.67,Finance - Investments
Lakshmi Prec,LAKPRE,42.18,224.95,289.29,2.3,5.452821242294926,False,-16.73,Fasteners
Lakshmi Energy,LAKSHMIEFL,385.53,1135.91,1435.44,0.26,0.06743962856327654,False,18.2,Food Processing
Lakshmi Vilas,LAKSHVILAS,3197.16,26153.97,28732.16,1368.61,42.80705376021219,False,78.38,Banks - Private Sector
Dr Lal PathLab,LALPATHLAB,7982.66,0.0,479.24,18.06,0.2262403760150125,False,29.02,Pharmaceuticals
Lambodhara Text,LAMBODHARA,67.99,44.0,78.3,-4.25,-6.2509192528313,False,1.76,Textiles - Spinning - Cotton Blended
La Opala RG,LAOPALA,2972.03,6.09,238.14,0.9,0.030282332277937973,False,13.44,Glass & Glass Products
Laurus Labs,LAURUSLABS,5449.62,928.84,1796.25,8.95,0.16423163449928618,False,47.42,Pharmaceuticals
Laxmi Cotspin,LAXMICOT,1.0,0.0,0.0,0.0,0.0,True,0.0,Miscellaneous
Lakshmi Machine,LAXMIMACH,4622.35,0.0,1426.13,18.32,0.39633519746449314,False,51.26,Textiles - Machinery
LG Balakrishnan,LGBBROSLTD,973.16,111.16,508.22,2.46,0.25278474248838834,False,13.94,Engineering
LGB Forge,LGBFORGE,106.05,20.86,29.98,0.04,0.03771805752003772,False,-1.4,Castings & Forgings
Liberty Shoes,LIBERTSHOE,296.67,129.44,284.58,7.53,2.538173728385074,False,1.15,Leather Products
LIC Housing Fin,LICHSGFIN,31087.24,96098.58,105244.55,3758.31,12.08955828822372,False,499.26,Finance - Housing
LICMF G-sec LT,LICNETFGSC,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - General
LIC Nifty,LICNETFN50,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - General
LIC Sensex ETF,LICNETFSEN,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
LIC MF- Nifty,LICNFNHGP,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Lincoln Pharma,LINCOLN,471.9,58.71,197.41,3.16,0.6696333969061242,False,4.94,Pharmaceuticals
Linc PenandPlas,LINCPEN,430.57,30.94,132.07,0.14,0.0325150382051699,False,3.03,Miscellaneous
Linde India,LINDEINDIA,3409.66,1388.26,2780.85,20.42,0.5988866925147963,False,9.09,Chemicals
Liquid Bees,LIQUIDBEES,1.0,0.0,0.0,0.0,0.0,True,0.0,Finance - Investments
Lanco Infratech,LITL,1106.9,6769.45,8525.37,24.89,2.2486222784352696,False,-388.52,Infrastructure - General
Lloyd Electric,LLOYDELENG,978.06,816.93,1605.01,66.56,6.805308467783163,False,6.5,Consumer Goods - White Goods
LML,LML,104.2,0.84,-662.45,10.73,10.297504798464491,False,-27.33,Auto - 2 & 3 Wheelers
Lokesh Machines,LOKESHMACH,140.86,97.12,212.05,2.59,1.8387050972596903,False,0.03,Machine Tools
Lotus Eye Care,LOTUSEYE,76.43,0.48,49.96,2.47,3.2317152950412145,False,-0.17,Hospitals & Medical Services
Lovable Lingeri,LOVABLE,412.36,2.21,207.47,3.53,0.856048113299059,False,0.15,Textiles - Readymade Apparels
Landmark Prop,LPDC,46.28,0.0,59.68,0.82,1.7718236819360413,False,0.16,Construction & Contracting - Real Estate
Lloyds Steels,LSIL,160.87,0.0,0.0,3.38,2.1010754024989122,False,-2.46,Steel - Medium / Small
Larsen,LT,147184.69,12221.14,52939.47,1757.91,1.1943565597753407,True,934.18,Infrastructure - General
L&T; Infotech,LTI,12187.31,54.47,1917.76,122.18,1.0025181931041387,False,235.9,Computers - Software
Lumax Inds,LUMAXIND,1301.2,95.4,299.59,3.46,0.26590839225330465,False,13.04,Auto Ancillaries
Lumax Auto Tech,LUMAXTECH,676.12,19.81,156.66,7.97,1.178784831095072,False,-1.82,Auto Ancillaries
Lupin,LUPIN,65237.05,386.82,11979.46,18.43,0.028250817595216214,False,859.47,Pharmaceuticals
